z,n,name,bindingEnergy,bindingEnergyUncertainty
84,102,186Po,7.69E+3,9.83E-2
84,103,187Po,7.70E+3,1.74E-1
84,104,188Po,7.72E+3,1.06E-1
84,105,189Po,7.73E+3,1.16E-1
84,106,190Po,7.74E+3,6.93E-2
84,107,191Po,7.75E+3,3.71E-2
84,108,192Po,7.77E+3,5.54E-2
84,109,193Po,7.77E+3,7.53E-2
84,109,193Po,7.77E+3,7.53E-2
84,110,194Po,7.78E+3,6.66E-2
84,111,195Po,7.79E+3,3.10E-2
84,111,195Po,7.79E+3,3.10E-2
84,112,196Po,7.80E+3,2.75E-2
84,113,197Po,7.80E+3,5.01E-2
84,113,197Po,7.80E+3,5.01E-2
84,114,198Po,7.81E+3,8.80E-2
84,115,199Po,7.81E+3,2.73E-2
84,115,199Po,7.81E+3,2.73E-2
84,116,200Po,7.82E+3,3.79E-2
84,117,201Po,7.82E+3,2.46E-2
84,117,201Po,7.82E+3,2.46E-2
84,118,202Po,7.83E+3,4.29E-2
84,119,203Po,7.83E+3,2.29E-2
84,119,203Po,7.83E+3,2.29E-2
84,120,204Po,7.83E+3,4.94E-2
85,108,193At,7.72E+3,1.12E-1
85,109,194At,7.73E+3,1.21E-1
85,109,194At,7.73E+3,1.21E-1
85,106,191At,7.70E+3,8.43E-2
85,107,192At,7.70E+3,1.45E-1
85,107,192At,7.70E+3,1.45E-1
85,119,204At,7.80E+3,1.11E-1
85,119,204At,7.80E+3,1.11E-1
85,117,202At,7.79E+3,1.36E-1
85,117,202At,7.79E+3,1.36E-1
85,117,202At,7.79E+3,1.36E-1
85,118,203At,7.80E+3,5.23E-2
85,115,200At,7.78E+3,1.22E-1
85,115,200At,7.78E+3,1.22E-1
85,115,200At,7.78E+3,1.22E-1
85,116,201At,7.79E+3,4.07E-2
85,113,198At,7.76E+3,2.48E-2
85,113,198At,7.76E+3,2.48E-2
85,114,199At,7.78E+3,2.71E-2
85,114,199At,7.78E+3,2.71E-2
85,111,196At,7.75E+3,1.54E-1
85,112,197At,7.76E+3,4.05E-2
85,112,197At,7.76E+3,4.05E-2
85,110,195At,7.74E+3,4.91E-2
85,110,195At,7.74E+3,4.91E-2
85,128,213At,7.79E+3,2.30E-2
85,129,214At,7.77E+3,1.85E-2
85,126,211At,7.81E+3,1.29E-2
85,127,212At,7.79E+3,1.12E-2
85,127,212At,7.79E+3,1.12E-2
85,124,209At,7.81E+3,2.27E-2
85,125,210At,7.81E+3,3.66E-2
85,122,207At,7.81E+3,5.99E-2
85,123,208At,7.81E+3,4.29E-2
85,120,205At,7.81E+3,5.88E-2
85,121,206At,7.80E+3,6.57E-2
85,130,215At,7.76E+3,3.08E-2
85,139,224At,7.65E+3,9.98E-2
85,137,222At,7.67E+3,7.13E-2
85,138,223At,7.66E+3,6.27E-2
85,135,220At,7.70E+3,6.35E-2
85,136,221At,7.69E+3,6.32E-2
85,133,218At,7.72E+3,5.28E-2
85,134,219At,7.72E+3,1.48E-2
85,131,216At,7.75E+3,1.66E-2
85,132,217At,7.74E+3,2.30E-2
85,140,225At,7.64E+3,1.00
85,141,226At,7.62E+3,1.00
85,144,229At,7.58E+3,2.00
85,142,227At,7.61E+3,1.00
85,143,228At,7.59E+3,2.00
86,128,214Rn,7.77E+3,4.29E-2
86,127,213Rn,7.78E+3,1.58E-2
86,129,215Rn,7.76E+3,2.83E-2
86,124,210Rn,7.79E+3,2.17E-2
86,123,209Rn,7.79E+3,4.77E-2
86,126,212Rn,7.79E+3,1.47E-2
86,125,211Rn,7.79E+3,3.23E-2
86,120,206Rn,7.78E+3,4.17E-2
86,122,208Rn,7.79E+3,4.89E-2
86,121,207Rn,7.78E+3,2.29E-2
86,140,226Rn,7.64E+3,4.63E-2
86,139,225Rn,7.65E+3,4.95E-2
86,138,224Rn,7.67E+3,4.38E-2
86,135,221Rn,7.70E+3,2.59E-2
86,134,220Rn,7.71E+3,8.20E-3
86,137,223Rn,7.67E+3,3.51E-2
86,136,222Rn,7.69E+3,8.80E-3
86,131,217Rn,7.74E+3,1.93E-2
86,130,216Rn,7.75E+3,2.67E-2
86,133,219Rn,7.72E+3,9.59E-3
86,132,218Rn,7.73E+3,1.06E-2
86,145,231Rn,7.57E+3,1.00
86,142,228Rn,7.62E+3,7.75E-2
86,141,227Rn,7.63E+3,6.21E-2
86,144,230Rn,7.59E+3,1.00
86,143,229Rn,7.60E+3,5.69E-2
86,109,195Rn,7.70E+3,2.65E-1
86,109,195Rn,7.70E+3,2.65E-1
86,108,194Rn,7.69E+3,8.59E-2
86,107,193Rn,7.67E+3,1.30E-1
86,117,203Rn,7.77E+3,2.86E-2
86,117,203Rn,7.77E+3,2.86E-2
86,116,202Rn,7.76E+3,8.67E-2
86,119,205Rn,7.78E+3,2.48E-2
86,118,204Rn,7.78E+3,3.65E-2
86,113,199Rn,7.74E+3,3.67E-2
86,113,199Rn,7.74E+3,3.67E-2
86,112,198Rn,7.73E+3,6.78E-2
86,115,201Rn,7.75E+3,5.04E-2
86,115,201Rn,7.75E+3,5.04E-2
86,114,200Rn,7.75E+3,2.90E-2
86,111,197Rn,7.72E+3,8.22E-2
86,110,196Rn,7.71E+3,7.17E-2
87,139,226Fr,7.64E+3,2.76E-2
87,138,225Fr,7.66E+3,5.32E-2
87,137,224Fr,7.67E+3,4.99E-2
87,132,219Fr,7.72E+3,3.14E-2
87,131,218Fr,7.72E+3,1.94E-2
87,130,217Fr,7.73E+3,3.01E-2
87,136,223Fr,7.68E+3,8.69E-3
87,135,222Fr,7.69E+3,3.36E-2
87,134,221Fr,7.70E+3,2.21E-2
87,133,220Fr,7.70E+3,1.83E-2
87,129,216Fr,7.74E+3,1.93E-2
87,128,215Fr,7.75E+3,3.29E-2
87,127,214Fr,7.75E+3,3.98E-2
87,126,213Fr,7.76E+3,2.21E-2
87,121,208Fr,7.75E+3,5.60E-2
87,120,207Fr,7.75E+3,8.48E-2
87,125,212Fr,7.76E+3,4.14E-2
87,124,211Fr,7.76E+3,5.68E-2
87,123,210Fr,7.76E+3,6.39E-2
87,122,209Fr,7.76E+3,5.50E-2
87,143,230Fr,7.60E+3,2.84E-2
87,142,229Fr,7.61E+3,2.18E-2
87,141,228Fr,7.62E+3,2.95E-2
87,140,227Fr,7.64E+3,2.60E-2
87,146,233Fr,7.56E+3,8.40E-2
87,145,232Fr,7.57E+3,6.02E-2
87,144,231Fr,7.59E+3,3.35E-2
87,118,205Fr,7.74E+3,3.82E-2
87,117,204Fr,7.73E+3,1.20E-1
87,117,204Fr,7.73E+3,1.20E-1
87,117,204Fr,7.73E+3,1.20E-1
87,116,203Fr,7.73E+3,3.07E-2
87,116,203Fr,7.73E+3,3.07E-2
87,115,202Fr,7.71E+3,2.99E-2
87,115,202Fr,7.71E+3,2.99E-2
87,119,206Fr,7.74E+3,1.35E-1
87,119,206Fr,7.74E+3,1.35E-1
87,119,206Fr,7.74E+3,1.35E-1
87,110,197Fr,7.67E+3,2.86E-1
87,114,201Fr,7.71E+3,4.51E-2
87,114,201Fr,7.71E+3,4.51E-2
87,113,200Fr,7.70E+3,1.52E-1
87,112,199Fr,7.69E+3,6.90E-2
87,111,198Fr,7.67E+3,1.57E-1
87,111,198Fr,7.67E+3,1.57E-1
88,137,225Ra,7.66E+3,1.15E-2
88,136,224Ra,7.67E+3,8.10E-3
88,139,227Ra,7.64E+3,8.60E-3
88,138,226Ra,7.66E+3,8.50E-3
88,131,219Ra,7.71E+3,3.11E-2
88,130,218Ra,7.72E+3,4.50E-2
88,133,221Ra,7.70E+3,2.10E-2
88,132,220Ra,7.71E+3,3.45E-2
88,135,223Ra,7.68E+3,9.40E-3
88,134,222Ra,7.69E+3,2.01E-2
88,126,214Ra,7.74E+3,2.45E-2
88,125,213Ra,7.74E+3,4.61E-2
88,128,216Ra,7.73E+3,3.71E-2
88,127,215Ra,7.73E+3,3.35E-2
88,129,217Ra,7.72E+3,3.25E-2
88,120,208Ra,7.73E+3,4.34E-2
88,122,210Ra,7.74E+3,4.38E-2
88,121,209Ra,7.73E+3,2.75E-2
88,124,212Ra,7.74E+3,4.84E-2
88,123,211Ra,7.74E+3,2.35E-2
88,140,228Ra,7.64E+3,8.80E-3
88,142,230Ra,7.62E+3,4.48E-2
88,141,229Ra,7.62E+3,6.74E-2
88,144,232Ra,7.60E+3,3.94E-2
88,143,231Ra,7.60E+3,4.92E-2
88,146,234Ra,7.57E+3,3.58E-2
88,145,233Ra,7.58E+3,3.69E-2
88,115,203Ra,7.68E+3,4.77E-2
88,114,202Ra,7.68E+3,7.43E-2
88,117,205Ra,7.70E+3,1.11E-1
88,117,205Ra,7.70E+3,1.11E-1
88,116,204Ra,7.70E+3,4.37E-2
88,119,207Ra,7.72E+3,2.81E-1
88,118,206Ra,7.71E+3,8.74E-2
88,113,201Ra,7.66E+3,1.01E-1
88,113,201Ra,7.66E+3,1.01E-1
89,119,208Ac,7.68E+3,3.10E-1
89,118,207Ac,7.68E+3,2.71E-1
89,117,206Ac,7.66E+3,3.16E-1
89,117,206Ac,7.66E+3,3.16E-1
89,116,205Ac,7.66E+3,2.89E-1
89,145,234Ac,7.58E+3,5.97E-2
89,144,233Ac,7.59E+3,5.60E-2
89,143,232Ac,7.60E+3,5.62E-2
89,142,231Ac,7.61E+3,5.65E-2
89,141,230Ac,7.62E+3,6.89E-2
89,140,229Ac,7.63E+3,5.29E-2
89,147,236Ac,7.55E+3,1.61E-1
89,146,235Ac,7.57E+3,5.95E-2
89,123,212Ac,7.70E+3,1.03E-1
89,122,211Ac,7.70E+3,2.54E-1
89,121,210Ac,7.69E+3,2.96E-1
89,120,209Ac,7.69E+3,2.67E-1
89,129,218Ac,7.70E+3,2.64E-1
89,128,217Ac,7.71E+3,5.17E-2
89,127,216Ac,7.71E+3,4.27E-2
89,126,215Ac,7.71E+3,5.77E-2
89,125,214Ac,7.71E+3,6.33E-2
89,124,213Ac,7.71E+3,5.48E-2
89,134,223Ac,7.67E+3,3.12E-2
89,133,222Ac,7.68E+3,2.12E-2
89,133,222Ac,7.68E+3,2.12E-2
89,132,221Ac,7.69E+3,2.57E-1
89,131,220Ac,7.69E+3,2.79E-2
89,130,219Ac,7.70E+3,2.35E-1
89,139,228Ac,7.63E+3,9.20E-3
89,138,227Ac,7.65E+3,8.50E-3
89,137,226Ac,7.65E+3,1.37E-2
89,136,225Ac,7.66E+3,2.11E-2
89,135,224Ac,7.67E+3,1.83E-2
90,148,238Th,7.55E+3,1.00
90,145,235Th,7.58E+3,5.55E-2
90,144,234Th,7.59E+3,1.11E-2
90,147,237Th,7.56E+3,6.68E-2
90,146,236Th,7.57E+3,5.92E-2
90,141,231Th,7.62E+3,5.30E-3
90,140,230Th,7.63E+3,5.30E-3
90,143,233Th,7.60E+3,6.10E-3
90,142,232Th,7.61E+3,6.10E-3
90,138,228Th,7.64E+3,7.90E-3
90,137,227Th,7.64E+3,9.20E-3
90,139,229Th,7.63E+3,1.05E-2
90,134,224Th,7.66E+3,4.29E-2
90,133,223Th,7.66E+3,3.56E-2
90,136,226Th,7.65E+3,1.98E-2
90,135,225Th,7.65E+3,2.25E-2
90,130,220Th,7.68E+3,6.22E-2
90,132,222Th,7.67E+3,4.60E-2
90,131,221Th,7.67E+3,3.62E-2
90,127,217Th,7.69E+3,4.89E-2
90,126,216Th,7.69E+3,5.14E-2
90,129,219Th,7.68E+3,2.57E-1
90,128,218Th,7.69E+3,4.82E-2
90,123,213Th,7.68E+3,4.33E-2
90,122,212Th,7.68E+3,4.77E-2
90,125,215Th,7.69E+3,2.95E-2
90,124,214Th,7.69E+3,4.97E-2
90,121,211Th,7.67E+3,4.07E-1
90,120,210Th,7.66E+3,9.00E-2
90,119,209Th,7.65E+3,0.0
90,118,208Th,7.65E+3,1.53E-1
91,120,211Pa,7.62E+3,3.29E-1
91,124,215Pa,7.65E+3,3.83E-1
91,123,214Pa,7.64E+3,3.79E-1
91,122,213Pa,7.64E+3,2.68E-1
91,121,212Pa,7.63E+3,4.13E-1
91,128,219Pa,7.66E+3,3.18E-1
91,127,218Pa,7.65E+3,8.19E-2
91,126,217Pa,7.66E+3,5.76E-2
91,125,216Pa,7.65E+3,1.14E-1
91,129,220Pa,7.65E+3,6.66E-2
91,131,222Pa,7.65E+3,3.90E-1
91,130,221Pa,7.65E+3,2.68E-1
91,135,226Pa,7.64E+3,4.96E-2
91,134,225Pa,7.64E+3,3.63E-1
91,133,224Pa,7.64E+3,3.39E-2
91,132,223Pa,7.65E+3,3.39E-1
91,139,230Pa,7.62E+3,1.32E-2
91,138,229Pa,7.62E+3,1.43E-2
91,137,228Pa,7.63E+3,1.90E-2
91,136,227Pa,7.63E+3,3.20E-2
91,142,233Pa,7.60E+3,5.70E-3
91,141,232Pa,7.60E+3,3.30E-2
91,140,231Pa,7.61E+3,7.70E-3
91,146,237Pa,7.57E+3,5.50E-2
91,145,236Pa,7.57E+3,5.92E-2
91,144,235Pa,7.58E+3,5.95E-2
91,143,234Pa,7.59E+3,1.75E-2
91,143,234Pa,7.59E+3,1.75E-2
91,148,239Pa,7.55E+3,1.00
91,147,238Pa,7.55E+3,6.65E-2
92,123,215U,7.62E+3,4.84E-1
92,130,222U,7.63E+3,2.34E-1
92,132,224U,7.63E+3,6.80E-2
92,131,223U,7.63E+3,2.64E-1
92,134,226U,7.63E+3,4.90E-2
92,133,225U,7.62E+3,4.42E-2
92,125,217U,7.63E+3,0.0
92,124,216U,7.63E+3,1.30E-1
92,127,219U,7.63E+3,6.09E-2
92,126,218U,7.64E+3,6.29E-2
92,129,221U,7.63E+3,3.26E-1
92,141,233U,7.60E+3,9.70E-3
92,140,232U,7.61E+3,7.80E-3
92,143,235U,7.59E+3,4.79E-3
92,143,235U,7.59E+3,4.79E-3
92,142,234U,7.60E+3,4.79E-3
92,145,237U,7.57E+3,5.10E-3
92,144,236U,7.58E+3,4.70E-3
92,136,228U,7.62E+3,5.91E-2
92,135,227U,7.62E+3,3.75E-2
92,138,230U,7.62E+3,1.96E-2
92,137,229U,7.62E+3,2.59E-2
92,139,231U,7.61E+3,1.15E-2
92,150,242U,7.53E+3,1.00
92,147,239U,7.55E+3,6.30E-3
92,146,238U,7.57E+3,6.30E-3
92,149,241U,7.53E+3,1.00
92,148,240U,7.55E+3,1.06E-2
93,129,222Np,7.60E+3,1.71E-1
93,127,220Np,7.60E+3,1.39E-1
93,126,219Np,7.60E+3,4.19E-1
93,133,226Np,7.60E+3,4.51E-1
93,132,225Np,7.60E+3,4.07E-1
93,131,224Np,7.60E+3,1.29E-1
93,130,223Np,7.60E+3,3.71E-1
93,149,242Np,7.53E+3,8.26E-1
93,149,242Np,7.53E+3,8.26E-1
93,148,241Np,7.54E+3,4.15E-1
93,147,240Np,7.55E+3,7.09E-2
93,147,240Np,7.55E+3,7.09E-2
93,146,239Np,7.56E+3,5.50E-3
93,145,238Np,7.56E+3,4.79E-3
93,151,244Np,7.51E+3,0.0
93,150,243Np,7.52E+3,0.0
93,139,232Np,7.59E+3,0.0
93,138,231Np,7.60E+3,2.21E-1
93,137,230Np,7.60E+3,2.39E-1
93,136,229Np,7.60E+3,4.41E-1
93,135,228Np,7.60E+3,0.0
93,134,227Np,7.60E+3,3.39E-1
93,144,237Np,7.57E+3,4.70E-3
93,143,236Np,7.57E+3,2.13E-1
93,143,236Np,7.57E+3,2.13E-1
93,142,235Np,7.58E+3,5.90E-3
93,141,234Np,7.58E+3,3.59E-2
93,140,233Np,7.59E+3,2.18E-1
94,152,246Pu,7.50E+3,6.09E-2
94,151,245Pu,7.51E+3,5.56E-2
94,153,247Pu,7.49E+3,1.00
94,150,244Pu,7.52E+3,9.59E-3
94,150,244Pu,7.52E+3,9.59E-3
94,149,243Pu,7.53E+3,1.05E-2
94,148,242Pu,7.54E+3,5.20E-3
94,145,239Pu,7.56E+3,4.70E-3
94,144,238Pu,7.56E+3,4.79E-3
94,147,241Pu,7.54E+3,4.60E-3
94,146,240Pu,7.55E+3,4.60E-3
94,141,235Pu,7.57E+3,8.73E-2
94,140,234Pu,7.58E+3,2.91E-2
94,143,237Pu,7.57E+3,7.20E-3
94,143,237Pu,7.57E+3,7.20E-3
94,142,236Pu,7.57E+3,7.70E-3
94,138,232Pu,7.58E+3,7.28E-2
94,137,231Pu,7.58E+3,9.55E-2
94,139,233Pu,7.58E+3,2.32E-1
94,134,228Pu,7.59E+3,1.02E-1
94,136,230Pu,7.59E+3,6.28E-2
94,135,229Pu,7.58E+3,2.64E-1
95,135,230Am,7.56E+3,1.00
95,134,229Am,7.56E+3,4.64E-1
95,139,234Am,7.56E+3,1.00
95,138,233Am,7.56E+3,0.0
95,137,232Am,7.56E+3,1.00
95,142,237Am,7.56E+3,0.0
95,141,236Am,7.56E+3,1.00
95,141,236Am,7.56E+3,1.00
95,140,235Am,7.56E+3,2.24E-1
95,146,241Am,7.54E+3,4.60E-3
95,145,240Am,7.54E+3,5.76E-2
95,144,239Am,7.55E+3,8.30E-3
95,143,238Am,7.55E+3,2.47E-1
95,149,244Am,7.52E+3,6.10E-3
95,149,244Am,7.52E+3,6.10E-3
95,148,243Am,7.53E+3,5.70E-3
95,147,242Am,7.53E+3,4.60E-3
95,147,242Am,7.53E+3,4.60E-3
95,152,247Am,7.49E+3,0.0
95,151,246Am,7.50E+3,0.0
95,151,246Am,7.50E+3,0.0
95,150,245Am,7.51E+3,7.70E-3
95,128,223Am,7.54E+3,1.00
96,141,237Cm,7.54E+3,3.13E-1
96,140,236Cm,7.55E+3,7.47E-2
96,138,234Cm,7.55E+3,7.30E-2
96,137,233Cm,7.54E+3,3.48E-1
96,139,235Cm,7.54E+3,0.0
96,150,246Cm,7.51E+3,6.20E-3
96,150,246Cm,7.51E+3,6.20E-3
96,152,248Cm,7.49E+3,9.50E-3
96,151,247Cm,7.50E+3,1.54E-2
96,143,239Cm,7.54E+3,6.27E-1
96,142,238Cm,7.54E+3,5.14E-2
96,145,241Cm,7.53E+3,6.70E-3
96,144,240Cm,7.54E+3,7.90E-3
96,147,243Cm,7.52E+3,6.20E-3
96,146,242Cm,7.53E+3,4.70E-3
96,149,245Cm,7.51E+3,4.70E-3
96,148,244Cm,7.52E+3,4.49E-3
96,154,250Cm,7.47E+3,4.11E-2
96,153,249Cm,7.48E+3,9.50E-3
96,155,251Cm,7.46E+3,9.03E-2
97,141,238Bk,7.52E+3,1.00
97,142,239Bk,7.52E+3,1.00
97,143,240Bk,7.52E+3,1.00
97,144,241Bk,7.52E+3,1.00
97,145,242Bk,7.51E+3,1.00
97,146,243Bk,7.51E+3,1.85E-2
97,147,244Bk,7.51E+3,5.90E-2
97,148,245Bk,7.50E+3,7.30E-3
97,149,246Bk,7.50E+3,2.44E-1
97,150,247Bk,7.49E+3,2.10E-2
97,151,248Bk,7.49E+3,2.01E-1
97,151,248Bk,7.49E+3,2.01E-1
97,136,233Bk,7.51E+3,1.00
97,137,234Bk,7.51E+3,1.00
97,139,236Bk,7.52E+3,2.00
97,140,237Bk,7.52E+3,1.00
97,152,249Bk,7.48E+3,5.00E-3
97,153,250Bk,7.47E+3,1.15E-2
97,154,251Bk,7.46E+3,4.28E-2
97,155,252Bk,7.45E+3,1.00
97,156,253Bk,7.45E+3,1.00
98,148,246Cf,7.49E+3,6.20E-3
98,149,247Cf,7.49E+3,5.80E-2
98,146,244Cf,7.50E+3,1.07E-2
98,147,245Cf,7.49E+3,9.90E-3
98,144,242Cf,7.50E+3,5.33E-2
98,145,243Cf,7.50E+3,1.00
98,142,240Cf,7.51E+3,7.51E-2
98,143,241Cf,7.50E+3,1.00
98,140,238Cf,7.50E+3,1.00
98,141,239Cf,7.50E+3,1.00
98,150,248Cf,7.49E+3,2.07E-2
98,139,237Cf,7.50E+3,4.10E-1
98,157,255Cf,7.43E+3,1.00
98,158,256Cf,7.43E+3,1.00
98,155,253Cf,7.45E+3,1.68E-2
98,156,254Cf,7.44E+3,4.51E-2
98,153,251Cf,7.47E+3,1.55E-2
98,154,252Cf,7.46E+3,9.40E-3
98,151,249Cf,7.48E+3,4.79E-3
98,152,250Cf,7.47E+3,6.20E-3
99,147,246Es,7.48E+3,3.65E-1
99,148,247Es,7.48E+3,7.87E-2
99,149,248Es,7.47E+3,0.0
99,143,242Es,7.48E+3,1.00
99,144,243Es,7.48E+3,1.00
99,145,244Es,7.48E+3,1.00
99,146,245Es,7.48E+3,1.00
99,141,240Es,7.48E+3,2.00
99,142,241Es,7.48E+3,1.00
99,158,257Es,7.42E+3,2.00
99,154,253Es,7.45E+3,4.90E-3
99,155,254Es,7.44E+3,1.15E-2
99,155,254Es,7.44E+3,1.15E-2
99,156,255Es,7.43E+3,4.24E-2
99,157,256Es,7.42E+3,0.0
99,157,256Es,7.42E+3,0.0
99,150,249Es,7.47E+3,0.0
99,151,250Es,7.46E+3,0.0
99,151,250Es,7.46E+3,0.0
99,152,251Es,7.46E+3,2.11E-2
99,153,252Es,7.45E+3,1.98E-1
100,141,241Fm,7.45E+3,1.00
100,145,245Fm,7.46E+3,1.00
100,144,244Fm,7.46E+3,1.00
100,143,243Fm,7.46E+3,1.00
100,142,242Fm,7.46E+3,2.00
100,149,249Fm,7.46E+3,2.48E-2
100,148,248Fm,7.46E+3,3.43E-2
100,147,247Fm,7.46E+3,1.00
100,147,247Fm,7.46E+3,1.00
100,146,246Fm,7.46E+3,5.56E-2
100,152,252Fm,7.45E+3,2.07E-2
100,151,251Fm,7.45E+3,5.69E-2
100,150,250Fm,7.46E+3,3.16E-2
100,150,250Fm,7.46E+3,3.16E-2
100,156,256Fm,7.43E+3,1.18E-2
100,155,255Fm,7.43E+3,1.54E-2
100,154,254Fm,7.44E+3,7.30E-3
100,153,253Fm,7.44E+3,6.10E-3
100,159,259Fm,7.40E+3,1.00
100,158,258Fm,7.41E+3,1.00
100,157,257Fm,7.42E+3,1.68E-2
101,151,252Md,7.43E+3,3.62E-1
101,150,251Md,7.44E+3,7.54E-2
101,150,251Md,7.44E+3,7.54E-2
101,153,254Md,7.43E+3,0.0
101,153,254Md,7.43E+3,0.0
101,152,253Md,7.43E+3,0.0
101,155,256Md,7.42E+3,0.0
101,154,255Md,7.42E+3,2.18E-2
101,157,258Md,7.40E+3,1.35E-2
101,157,258Md,7.40E+3,1.35E-2
101,156,257Md,7.41E+3,6.10E-3
101,159,260Md,7.39E+3,1.00
101,158,259Md,7.40E+3,0.0
101,144,245Md,7.44E+3,1.00
101,143,244Md,7.43E+3,2.00
101,146,247Md,7.44E+3,1.00
101,146,247Md,7.44E+3,1.00
101,145,246Md,7.44E+3,1.00
101,145,246Md,7.44E+3,1.00
101,148,249Md,7.44E+3,6.60E-1
101,148,249Md,7.44E+3,6.60E-1
101,147,248Md,7.44E+3,1.00
101,149,250Md,7.44E+3,3.63E-1
101,149,250Md,7.44E+3,3.63E-1
102,158,260No,7.39E+3,1.00
102,157,259No,7.39E+3,2.46E-2
102,156,258No,7.40E+3,0.0
102,155,257No,7.40E+3,2.41E-2
102,154,256No,7.41E+3,2.95E-2
102,153,255No,7.41E+3,5.51E-2
102,152,254No,7.42E+3,3.80E-2
102,152,254No,7.42E+3,3.80E-2
102,151,253No,7.42E+3,2.73E-2
102,150,252No,7.42E+3,3.69E-2
102,150,252No,7.42E+3,3.69E-2
102,160,262No,7.38E+3,1.00
102,149,251No,7.42E+3,1.00
102,149,251No,7.42E+3,1.00
102,148,250No,7.42E+3,1.00
102,147,249No,7.42E+3,1.00
103,159,262Lr,7.37E+3,1.00
103,158,261Lr,7.38E+3,1.00
103,155,258Lr,7.39E+3,0.0
103,154,257Lr,7.39E+3,0.0
103,154,257Lr,7.39E+3,0.0
103,157,260Lr,7.38E+3,0.0
103,156,259Lr,7.39E+3,0.0
103,151,254Lr,7.40E+3,3.59E-1
103,151,254Lr,7.40E+3,3.59E-1
103,150,253Lr,7.40E+3,6.50E-1
103,150,253Lr,7.40E+3,6.50E-1
103,153,256Lr,7.39E+3,3.23E-1
103,152,255Lr,7.40E+3,6.94E-2
103,152,255Lr,7.40E+3,6.94E-2
103,161,264Lr,7.36E+3,2.00
103,163,266Lr,7.34E+3,2.00
103,148,251Lr,7.40E+3,1.00
103,148,251Lr,7.40E+3,1.00
103,149,252Lr,7.40E+3,1.00
104,163,267Rf,7.34E+3,2.00
104,161,265Rf,7.35E+3,1.00
104,156,260Rf,7.37E+3,1.00
104,155,259Rf,7.37E+3,0.0
104,154,258Rf,7.38E+3,6.24E-2
104,153,257Rf,7.38E+3,4.21E-2
104,153,257Rf,7.38E+3,4.21E-2
104,159,263Rf,7.36E+3,1.00
104,158,262Rf,7.37E+3,1.00
104,157,261Rf,7.37E+3,2.51E-1
104,157,261Rf,7.37E+3,2.51E-1
104,152,256Rf,7.38E+3,6.97E-2
104,151,255Rf,7.38E+3,1.00
104,150,254Rf,7.38E+3,1.00
104,149,253Rf,7.38E+3,2.00
105,163,268Db,7.32E+3,2.00
105,165,270Db,7.31E+3,2.00
105,162,267Db,7.33E+3,1.00
105,161,266Db,7.33E+3,1.00
105,153,258Db,7.35E+3,3.56E-1
105,153,258Db,7.35E+3,3.56E-1
105,152,257Db,7.36E+3,6.40E-1
105,152,257Db,7.36E+3,6.40E-1
105,155,260Db,7.35E+3,0.0
105,154,259Db,7.36E+3,2.18E-1
105,157,262Db,7.35E+3,1.00
105,156,261Db,7.35E+3,0.0
105,158,263Db,7.35E+3,1.00
105,151,256Db,7.35E+3,1.00
105,150,255Db,7.35E+3,1.00
105,150,255Db,7.35E+3,1.00
106,158,264Sg,7.33E+3,1.00
106,157,263Sg,7.33E+3,0.0
106,157,263Sg,7.33E+3,0.0
106,156,262Sg,7.34E+3,8.46E-2
106,155,261Sg,7.33E+3,7.09E-2
106,154,260Sg,7.34E+3,7.90E-2
106,153,259Sg,7.34E+3,1.00
106,153,259Sg,7.34E+3,1.00
106,152,258Sg,7.34E+3,2.00
106,159,265Sg,7.33E+3,1.00
106,159,265Sg,7.33E+3,1.00
106,161,267Sg,7.32E+3,1.00
106,160,266Sg,7.33E+3,1.00
106,165,271Sg,7.30E+3,2.00
106,163,269Sg,7.31E+3,1.00
107,171,278Bh,7.25E+3,1.00
107,155,262Bh,7.31E+3,3.55E-1
107,155,262Bh,7.31E+3,3.55E-1
107,154,261Bh,7.31E+3,6.88E-1
107,157,264Bh,7.31E+3,1.00
107,153,260Bh,7.31E+3,1.00
107,160,267Bh,7.31E+3,1.00
107,165,272Bh,7.29E+3,2.00
107,167,274Bh,7.27E+3,2.00
107,164,271Bh,7.29E+3,1.00
107,163,270Bh,7.30E+3,1.00
107,159,266Bh,7.31E+3,1.00
107,158,265Bh,7.31E+3,1.00
108,159,267Hs,7.29E+3,0.0
108,159,267Hs,7.29E+3,0.0
108,158,266Hs,7.29E+3,1.01E-1
108,158,266Hs,7.29E+3,1.01E-1
108,157,265Hs,7.29E+3,9.03E-2
108,163,271Hs,7.28E+3,1.00
108,162,270Hs,7.29E+3,1.00
108,161,269Hs,7.29E+3,0.0
108,160,268Hs,7.29E+3,1.00
108,167,275Hs,7.26E+3,2.00
108,165,273Hs,7.27E+3,1.00
108,156,264Hs,7.29E+3,1.09E-1
108,155,263Hs,7.29E+3,1.00
108,169,277Hs,7.25E+3,2.00
109,168,277Mt,7.24E+3,2.00
109,167,276Mt,7.25E+3,2.00
109,167,276Mt,7.25E+3,2.00
109,169,278Mt,7.24E+3,2.00
109,161,270Mt,7.27E+3,1.00
109,166,275Mt,7.25E+3,1.00
109,165,274Mt,7.25E+3,1.00
109,157,266Mt,7.27E+3,3.62E-1
109,159,268Mt,7.27E+3,1.00
110,157,267Ds,7.24E+3,1.00
110,159,269Ds,7.25E+3,1.16E-1
110,171,281Ds,7.22E+3,2.00
110,170,280Ds,7.22E+3,3.00
